title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized
Blessed,Martina McBride,31,20,2002,,martina mcbride,
Call Me,Tweet,31,19,2002,,tweet,
Made You Look,Nas,32,13,2002,,nas,
Cry,Faith Hill,33,26,2002,,faith hill,
Do That...,Baby,33,20,2002,Baby Featuring P. Diddy,baby,
Do That...,P. Diddy,33,20,2002,Baby Featuring P. Diddy,p. diddy,
Stingy,Ginuwine,33,20,2002,,ginuwine,
The Cowboy In Me,Tim McGraw,33,20,2002,,tim mcgraw,
By The Way,Red Hot Chili Peppers,34,20,2002,,red hot chili peppers,
Fall Into Me,Emerson Drive,34,20,2002,,emerson drive,
Gots Ta Be,B2K,34,18,2002,,b2k,
I'm Gonna Getcha Good!,Shania Twain,34,20,2002,,shania twain,
"I Breathe In, I Breathe Out",Chris Cagle,35,20,2002,,chris cagle,
I Don't Have To Be Me ('til Monday),Steve Azar,35,20,2002,,steve azar,
I Keep Looking,Sara Evans,35,19,2002,,sara evans,
I Should Be Sleeping,Emerson Drive,35,20,2002,,emerson drive,
Something,Lasgo,35,20,2002,,lasgo,
Work In Progress,Alan Jackson,35,19,2002,,alan jackson,
Young,Kenny Chesney,35,20,2002,,kenny chesney,
Not A Day Goes By,Lonestar,36,17,2002,,lonestar,
Paradise,LL Cool J,36,15,2002,LL Cool J Featuring Amerie,ll cool j,
Paradise,Amerie,36,15,2002,LL Cool J Featuring Amerie,amerie,
React,Erick Sermon,36,16,2002,Erick Sermon Featuring Redman,erick sermon,
React,Redman,36,16,2002,Erick Sermon Featuring Redman,redman,
That's When I Love You,Phil Vassar,37,20,2002,,phil vassar,
The One,Gary Allan,37,20,2002,,gary allan,
Uh Huh,B2K,37,22,2002,,b2k,
You Can't Hide Beautiful,Aaron Lines,38,17,2002,,aaron lines,
What If She's An Angel,Tommy Shane Steiner,39,20,2002,,tommy shane steiner,
Where Are You Going,Dave Matthews Band,39,20,2002,,dave matthews band,
My Town,Montgomery Gentry,40,20,2002,,montgomery gentry,
Red Rag Top,Tim McGraw,40,20,2002,,tim mcgraw,
Don't Say Goodbye,Paulina Rubio,41,16,2002,,paulina rubio,
I'm Movin' On,Rascal Flatts,41,19,2002,,rascal flatts,
Starry Eyed Surprise,Oakenfold,41,8,2002,Oakenfold Featuring Shifty Shellshock,oakenfold,
Starry Eyed Surprise,Shifty Shellshock,41,8,2002,Oakenfold Featuring Shifty Shellshock,shifty shellshock,
"My Neck, My Back",Khia,42,18,2002,Khia Featuring DSD,khia,
"My Neck, My Back",DSD,42,18,2002,Khia Featuring DSD,dsd,
Thug Lovin',Ja Rule,42,10,2002,Ja Rule Featuring Bobby Brown,ja rule,
Thug Lovin',Bobby Brown,42,10,2002,Ja Rule Featuring Bobby Brown,bobby brown,
Too Bad,Nickelback,42,20,2002,,nickelback,
All My Life,Foo Fighters,43,20,2002,,foo fighters,
I Am Mine,Pearl Jam,43,8,2002,,pearl jam,
One Mic,Nas,43,13,2002,,nas,
Running Away,Hoobastank,44,20,2002,,hoobastank,
Somewhere Out There,Our Lady Peace,44,20,2002,,our lady peace,
Walking Away,Craig David,44,20,2002,,craig david,
Where Would You Be,Martina McBride,45,16,2002,,martina mcbride,
You Know You're Right,Nirvana,45,20,2002,,nirvana,
Make It Clap,Busta Rhymes,46,20,2002,Busta Rhymes Featuring Spliff Star,busta rhymes,
Make It Clap,Spliff Star,46,20,2002,Busta Rhymes Featuring Spliff Star,spliff star,
Oh Yeah!,Big Tymers,46,18,2002,"Big Tymers Featuring Tateeze, Boo & Gotti",big tymers,
Oh Yeah!,"Tateeze, Boo & Gotti",46,18,2002,"Big Tymers Featuring Tateeze, Boo & Gotti","tateeze, boo & gotti",
Rapture (Tastes So Sweet),iio,46,15,2002,,iio,
American Child,Phil Vassar,48,15,2002,,phil vassar,
Dirrty,Christina Aguilera,48,20,2002,Christina Aguilera Featuring Redman,christina aguilera,
Dirrty,Redman,48,20,2002,Christina Aguilera Featuring Redman,redman,
My Heart Is Lost To You,Brooks & Dunn,48,13,2002,,brooks,brooks & dunn
My Heart Is Lost To You,Brooks & Dunn,48,13,2002,,dunn,brooks & dunn
Someone To Love You,Ruff Endz,49,20,2002,,ruff endz,
The Zephyr Song,Red Hot Chili Peppers,49,14,2002,,red hot chili peppers,
A Little Less Conversation,Elvis Presley vs JXL,50,9,2002,,elvis presley vs jxl,
Always,Saliva,51,20,2002,,saliva,
Awnaw,Nappy Roots,51,20,2002,,nappy roots,
No One Knows,Queens Of The Stone Age,51,20,2002,,queens of the stone age,
Talkin' To Me,Amerie,51,15,2002,,amerie,
The Rising,Bruce Springsteen,52,11,2002,,bruce springsteen,
Tonight I Wanna Be Your Man,Andy Griggs,52,12,2002,,andy griggs,
Feels Good (Don't Worry Bout A Thing),Naughty By Nature,53,20,2002,Naughty By Nature Featuring 3LW,naughty by nature,
Feels Good (Don't Worry Bout A Thing),3LW,53,20,2002,Naughty By Nature Featuring 3LW,3lw,
I Don't Want You To Go,Carolyn Dawn Johnson,54,10,2002,,carolyn dawn johnson,
The Ketchup Song (Hey Hah),Las Ketchup,54,9,2002,,las ketchup,
When You Lie Next To Me,Kellie Coffey,54,18,2002,,kellie coffey,
You Know That I Love You,Donell Jones,54,20,2002,,donell jones,
A Lot Of Things Different,Kenny Chesney,55,15,2002,,kenny chesney,
Aerials,System Of A Down,55,20,2002,,system of a down,
Modern Day Bonnie And Clyde,Travis Tritt,55,11,2002,,travis tritt,
Objection (Tango),Shakira,55,9,2002,,shakira,
Roc The Mic,Beanie Sigel,55,19,2002,Beanie Sigel & Freeway,beanie sigel,
Roc The Mic,Freeway,55,19,2002,Beanie Sigel & Freeway,freeway,
Some Days You Gotta Dance,Dixie Chicks,55,19,2002,,dixie chicks,
Bother,Stone Sour,56,20,2002,,stone sour,
Out Of My Heart (Into Your Head),BBMak,56,8,2002,,bbmak,
Say I Yi Yi,Ying Yang Twins,56,14,2002,,ying yang twins,
The Red,Chevelle,56,20,2002,,chevelle,
Hey Luv (Anything),Mobb Deep,58,15,2002,Mobb Deep Featuring 112,mobb deep,
Hey Luv (Anything),112,58,15,2002,Mobb Deep Featuring 112,112,
I Do (Wanna Get Close To You),3LW,58,14,2002,3LW Featuring P. Diddy & Loon,3lw,
I Do (Wanna Get Close To You),P. Diddy & Loon,58,14,2002,3LW Featuring P. Diddy & Loon,p. diddy,p. diddy & loon
I Do (Wanna Get Close To You),P. Diddy & Loon,58,14,2002,3LW Featuring P. Diddy & Loon,loon,p. diddy & loon
Prayer,Disturbed,58,20,2002,,disturbed,
This Woman's Work,Maxwell,58,15,2002,,maxwell,
How Come You Don't Call Me,Alicia Keys,59,9,2002,,alicia keys,
In A Little While,Uncle Kracker,59,20,2002,,uncle kracker,
Burnin' Up,Faith Evans,60,15,2002,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott",faith evans,
Burnin' Up,"Missy ""Misdemeanor"" Elliott",60,15,2002,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott",missy 'misdemeanor' elliott,
Drift & Die,Puddle Of Mudd,61,20,2002,,puddle of mudd,
Fine Again,Seether,61,20,2002,,seether,
She Was,Mark Chesnutt,62,11,2002,,mark chesnutt,
For You,Staind,63,20,2002,,staind,
Hush Lil' Lady,Corey,63,13,2002,Corey Featuring Lil' Romeo,corey,
Hush Lil' Lady,Lil' Romeo,63,13,2002,Corey Featuring Lil' Romeo,lil' romeo,
What If A Woman,Joe,63,16,2002,,joe,
Big Machine,Goo Goo Dolls,64,6,2002,,goo goo dolls,
Just Let Me Be In Love,Tracy Byrd,64,10,2002,,tracy byrd,
These Are The Days,O-Town,64,5,2002,,o-town,
Wrong Impression,Natalie Imbruglia,64,8,2002,,natalie imbruglia,
Come Close To Me,Common,65,15,2002,Common Featuring Mary J. Blige,common,
Come Close To Me,Mary J. Blige,65,15,2002,Common Featuring Mary J. Blige,mary j. blige,
In Another World,Joe Diffie,66,11,2002,,joe diffie,
Jigga,JAY-Z,66,9,2002,,jay-z,
Crawling In The Dark,Hoobastank,68,19,2002,,hoobastank,
All Eyez On Me,Monica,69,7,2002,,monica,
Cochise,Audioslave,69,15,2002,,audioslave,
In Da Wind,Trick Daddy,70,18,2002,Trick Daddy Featuring Cee-Lo & Big Boi,trick daddy,
In Da Wind,Cee-Lo & Big Boi,70,18,2002,Trick Daddy Featuring Cee-Lo & Big Boi,cee-lo,cee-lo & big boi
In Da Wind,Cee-Lo & Big Boi,70,18,2002,Trick Daddy Featuring Cee-Lo & Big Boi,big boi,cee-lo & big boi
Toxicity,System Of A Down,70,13,2002,,system of a down,
Forgive,Rebecca Lynn Howard,71,5,2002,,rebecca lynn howard,
Single For The Rest Of My Life,Isyss,71,12,2002,,isyss,
Spin,Lifehouse,71,14,2002,,lifehouse,
Way Of Life,Lil Wayne,71,12,2002,,lil wayne,
Any Other Night,Sharissa,72,14,2002,,sharissa,
For All Time,Soluna,72,11,2002,,soluna,
Here To Stay,Korn,72,12,2002,,korn,
One Of Those Days,Whitney Houston,72,19,2002,,whitney houston,
Take Ya Home,Lil Bow Wow,72,7,2002,,lil bow wow,
Flake,Jack Johnson,73,17,2002,,jack johnson,
Why I Love You,B2K,73,4,2002,,b2k,
Braid My Hair,Mario,74,8,2002,,mario,
Papa Don't Preach,Kelly Osbourne,74,2,2002,,kelly osbourne,
Quitame Ese Hombre,Pilar Montenegro,74,13,2002,,pilar montenegro,
Every River,Brooks & Dunn,75,5,2002,,brooks,brooks & dunn
Every River,Brooks & Dunn,75,5,2002,,dunn,brooks & dunn
Sweetness,Jimmy Eat World,75,14,2002,,jimmy eat world,
Chop Suey,System Of A Down,76,20,2002,,system of a down,
She Loves Me Not,Papa Roach,76,12,2002,,papa roach,
That's Just Jessie,Kevin Denney,76,17,2002,,kevin denney,
Black Suits Comin' (Nod Ya Head),Will Smith,77,3,2002,Will Smith Featuring Tra-Knox,will smith,
Black Suits Comin' (Nod Ya Head),Tra-Knox,77,3,2002,Will Smith Featuring Tra-Knox,tra-knox,
Crush Tonight,Fat Joe,77,7,2002,Fat Joe Featuring Ginuwine,fat joe,
Crush Tonight,Ginuwine,77,7,2002,Fat Joe Featuring Ginuwine,ginuwine,
Defy You,The Offspring,77,11,2002,,the offspring,
Electrical Storm,U2,77,7,2002,,u2,
From Tha Chuuuch To Da Palace,Snoop Dogg,77,10,2002,,snoop dogg,
Insatiable,Darren Hayes,77,7,2002,,darren hayes,
Breathe,Telepopmusik,78,10,2002,,telepopmusik,
Guess Who's Back,Scarface,79,8,2002,Scarface Featuring Jay-Z & Beanie Sigel,scarface,
Guess Who's Back,Jay-Z & Beanie Sigel,79,8,2002,Scarface Featuring Jay-Z & Beanie Sigel,jay-z,jay-z & beanie sigel
Guess Who's Back,Jay-Z & Beanie Sigel,79,8,2002,Scarface Featuring Jay-Z & Beanie Sigel,beanie sigel,jay-z & beanie sigel
Never,Amanda Perez,79,16,2002,,amanda perez,
Wish I Didn't Miss You,Angie Stone,79,19,2002,,angie stone,
Help Me Understand,Trace Adkins,80,4,2002,,trace adkins,
I've Got You,Marc Anthony,81,14,2002,,marc anthony,
Take You Home With Me a.k.a. Body,R. Kelly,81,8,2002,R. Kelly & Jay-Z,r. kelly,
Take You Home With Me a.k.a. Body,Jay-Z,81,8,2002,R. Kelly & Jay-Z,jay-z,
The Streets,WC,81,13,2002,WC Featuring Nate Dogg,wc,
The Streets,Nate Dogg,81,13,2002,WC Featuring Nate Dogg,nate dogg,
Through The Rain,Mariah Carey,81,9,2002,,mariah carey,
Rock The Party,Benzino,82,18,2002,,benzino,
I'd Rather,Luther Vandross,83,20,2002,,luther vandross,
Give It To Her,Tanto Metro & Devonte,85,20,2002,,tanto metro & devonte,
It's Goin' Down,X-Ecutioners,85,11,2002,,x-ecutioners,
My Friends Over You,New Found Glory,85,6,2002,,new found glory,
Song For The Lonely,Cher,85,6,2002,,cher,
Hate To Say I Told You So,The Hives,86,11,2002,,the hives,
Hit The Freeway,Toni Braxton,86,14,2002,Toni Braxton Featuring Loon,toni braxton,
Hit The Freeway,Loon,86,14,2002,Toni Braxton Featuring Loon,loon,
I Miss You,DMX,86,7,2002,DMX Featuring Faith Evans,dmx,
I Miss You,Faith Evans,86,7,2002,DMX Featuring Faith Evans,faith evans,
No Matta What (Party All Night),Toya,86,7,2002,,toya,
Overprotected,Britney Spears,86,5,2002,,britney spears,
Tainted,Slum Village,87,11,2002,Slum Village Featuring Dwele,slum village,
Tainted,Dwele,87,11,2002,Slum Village Featuring Dwele,dwele,
Thug Holiday,Trick Daddy,87,9,2002,Trick Daddy Featuring LaTocha Scott,trick daddy,
Thug Holiday,LaTocha Scott,87,9,2002,Trick Daddy Featuring LaTocha Scott,latocha scott,
Steve McQueen,Sheryl Crow,88,5,2002,,sheryl crow,
Little Things,India.Arie,89,13,2002,,india.arie,
Take A Message,Remy Shand,89,6,2002,,remy shand,
He Is,Heather Headley,90,13,2002,,heather headley,
Come Into My World,Kylie Minogue,91,8,2002,,kylie minogue,
Downfall,TRUSTcompany,91,4,2002,,trustcompany,
Tell Me What's It Gonna Be,Brian McKnight,91,5,2002,Brian McKnight Featuring Jermaine Dupri,brian mcknight,
Tell Me What's It Gonna Be,Jermaine Dupri,91,5,2002,Brian McKnight Featuring Jermaine Dupri,jermaine dupri,
Feel The Girl,Ms. Jade,92,4,2002,,ms. jade,
Thank You,Lil Bow Wow,93,5,2002,Lil Bow Wow Featuring Jagged Edge & Fundisha,lil bow wow,
Thank You,Jagged Edge & Fundisha,93,5,2002,Lil Bow Wow Featuring Jagged Edge & Fundisha,jagged edge & fundisha,
I Told Y'all,Petey Pablo,94,3,2002,,petey pablo,
My Sweet Lord,George Harrison,94,1,2002,,george harrison,
Where Do We Go From Here,Filter,94,5,2002,,filter,
Are We Cuttin',Pastor Troy,96,5,2002,Pastor Troy Featuring Ms. Jade,pastor troy,
Are We Cuttin',Ms. Jade,96,5,2002,Pastor Troy Featuring Ms. Jade,ms. jade,
"Don't Say No, Just Say Yes",Avant,96,4,2002,,avant,
Sugarhigh,Jade Anderson,96,2,2002,,jade anderson,
Whatchulookinat,Whitney Houston,96,3,2002,,whitney houston,
Blue Jeans,Yasmeen,97,4,2002,Yasmeen Featuring Ghostface Killah,yasmeen,
Blue Jeans,Ghostface Killah,97,4,2002,Yasmeen Featuring Ghostface Killah,ghostface killah,
Runaway,NB Ridaz,97,4,2002,NB Ridaz Featuring Angelina,nb ridaz,
Runaway,Angelina,97,4,2002,NB Ridaz Featuring Angelina,angelina,
The One You Love,Paulina Rubio,97,3,2002,,paulina rubio,
Closet Freak,Cee-Lo,98,3,2002,,cee-lo,
Day + Night,Isyss,98,4,2002,Isyss Featuring Jadakiss,isyss,
Day + Night,Jadakiss,98,4,2002,Isyss Featuring Jadakiss,jadakiss,
Knoc,Knoc-Turn'Al,98,3,2002,"Knoc-Turn'Al With Dr. Dre & Missy ""Misdemeanor"" Elliott",knoc-turn'al,
Knoc,"Dr. Dre & Missy ""Misdemeanor"" Elliott",98,3,2002,"Knoc-Turn'Al With Dr. Dre & Missy ""Misdemeanor"" Elliott","dr. dre & missy ""misdemeanor"" elliott",
Put Me Down,Donell Jones,98,3,2002,,donell jones,
Whoa Now,B Rich,98,2,2002,,b rich,
Be Here,Raphael Saadiq,99,2,2002,Raphael Saadiq Featuring D'Angelo,raphael saadiq,
Be Here,D'Angelo,99,2,2002,Raphael Saadiq Featuring D'Angelo,d'angelo,
Burn,Mobb Deep,99,2,2002,Mobb Deep Featuring Vita & Noyd,mobb deep,
Burn,Vita & Noyd,99,2,2002,Mobb Deep Featuring Vita & Noyd,vita & noyd,
21 Questions,50 Cent,1,23,2003,50 Cent Featuring Nate Dogg,50 cent,
21 Questions,Nate Dogg,1,23,2003,50 Cent Featuring Nate Dogg,nate dogg,
Baby Boy,Beyonce,1,29,2003,Beyonce Featuring Sean Paul,beyonce,
Baby Boy,Sean Paul,1,29,2003,Beyonce Featuring Sean Paul,sean paul,
Crazy In Love,Beyonce,1,27,2003,Beyonce Featuring Jay Z,beyonce,
Crazy In Love,Jay Z,1,27,2003,Beyonce Featuring Jay Z,jay z,
Get Busy,Sean Paul,1,32,2003,,sean paul,
Hey Ya!,OutKast,1,32,2003,,outkast,
In Da Club,50 Cent,1,30,2003,,50 cent,
Shake Ya Tailfeather,Nelly,1,30,2003,"Nelly, P. Diddy & Murphy Lee",nelly,
Shake Ya Tailfeather,P. Diddy,1,30,2003,"Nelly, P. Diddy & Murphy Lee",p. diddy,
Shake Ya Tailfeather,Murphy Lee,1,30,2003,"Nelly, P. Diddy & Murphy Lee",murphy lee,
Slow Jamz,Twista,1,22,2003,Twista Featuring Kanye West & Jamie Foxx,twista,
Slow Jamz,Kanye West & Jamie Foxx,1,22,2003,Twista Featuring Kanye West & Jamie Foxx,kanye west,kanye west & jamie foxx
Slow Jamz,Kanye West & Jamie Foxx,1,22,2003,Twista Featuring Kanye West & Jamie Foxx,jamie foxx,kanye west & jamie foxx
Stand Up,Ludacris,1,28,2003,Ludacris Featuring Shawnna,ludacris,
Stand Up,Shawnna,1,28,2003,Ludacris Featuring Shawnna,shawnna,
The Way You Move,OutKast,1,39,2003,OutKast Featuring Sleepy Brown,outkast,
The Way You Move,Sleepy Brown,1,39,2003,OutKast Featuring Sleepy Brown,sleepy brown,
This Is The Night,Clay Aiken,1,16,2003,,clay aiken,
Flying Without Wings,Ruben Studdard,2,10,2003,,ruben studdard,
Get Low,Lil Jon & The East Side Boyz,2,45,2003,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,lil jon & the east side boyz,
Get Low,Ying Yang Twins,2,45,2003,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,ying yang twins,
Magic Stick,Lil' Kim,2,24,2003,Lil' Kim Featuring 50 Cent,lil' kim,
Magic Stick,50 Cent,2,24,2003,Lil' Kim Featuring 50 Cent,50 cent,
Right Thurr,Chingy,2,33,2003,,chingy,
Rock Wit U (Awww Baby),Ashanti,2,21,2003,,ashanti,
Holidae In,Chingy,3,21,2003,Chingy Featuring Ludacris & Snoop Dogg,chingy,
Holidae In,Ludacris & Snoop Dogg,3,21,2003,Chingy Featuring Ludacris & Snoop Dogg,ludacris,ludacris & snoop dogg
Holidae In,Ludacris & Snoop Dogg,3,21,2003,Chingy Featuring Ludacris & Snoop Dogg,snoop dogg,ludacris & snoop dogg
I Know What You Want,Busta Rhymes & Mariah Carey,3,24,2003,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,busta rhymes,busta rhymes & mariah carey
I Know What You Want,Busta Rhymes & Mariah Carey,3,24,2003,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,mariah carey,busta rhymes & mariah carey
I Know What You Want,The Flipmode Squad,3,24,2003,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,the flipmode squad,
Milkshake,Kelis,3,22,2003,,kelis,
"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,3,20,2003,,lumidee,
P.I.M.P.,50 Cent,3,25,2003,,50 cent,
You Don't Know My Name,Alicia Keys,3,20,2003,,alicia keys,
Can't Let You Go,Fabolous,4,23,2003,Fabolous Featuring Mike Shorey & Lil' Mo,fabolous,
Can't Let You Go,Mike Shorey & Lil' Mo,4,23,2003,Fabolous Featuring Mike Shorey & Lil' Mo,mike shorey,mike shorey & lil' mo
Can't Let You Go,Mike Shorey & Lil' Mo,4,23,2003,Fabolous Featuring Mike Shorey & Lil' Mo,lil' mo,mike shorey & lil' mo
Damn!,YoungBloodZ,4,32,2003,YoungBloodZ Featuring Lil Jon,youngbloodz,
Damn!,Lil Jon,4,32,2003,YoungBloodZ Featuring Lil Jon,lil jon,
God Bless The U.S.A.,American Idol Finalists,4,8,2003,,american idol finalists,
Hotel,Cassidy,4,24,2003,Cassidy Featuring R. Kelly,cassidy,
Hotel,R. Kelly,4,24,2003,Cassidy Featuring R. Kelly,r. kelly,
Into You,Fabolous,4,26,2003,Fabolous Featuring Tamia Or Ashanti,fabolous,
Into You,Tamia Or Ashanti,4,26,2003,Fabolous Featuring Tamia Or Ashanti,tamia or ashanti,
"Me, Myself And I",Beyonce,4,24,2003,,beyonce,
Bring Me To Life,Evanescence,5,32,2003,Evanescence Featuring Paul McCoy,evanescence,
Bring Me To Life,Paul McCoy,5,32,2003,Evanescence Featuring Paul McCoy,paul mccoy,
Frontin',Pharrell,5,23,2003,Pharrell Featuring Jay-Z,pharrell,
Frontin',Jay-Z,5,23,2003,Pharrell Featuring Jay-Z,jay-z,
Here Without You,3 Doors Down,5,51,2003,,3 doors down,
Rock Your Body,Justin Timberlake,5,22,2003,,justin timberlake,
Unwell,matchbox twenty,5,54,2003,,matchbox twenty,
Beautiful,Snoop Dogg,6,20,2003,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,snoop dogg,
Beautiful,Pharrell & Uncle Charlie Wilson,6,20,2003,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,pharrell & uncle charlie wilson,
Walked Outta Heaven,Jagged Edge,6,27,2003,,jagged edge,
How You Gonna Act Like That,Tyrese,7,25,2003,,tyrese,
Rain On Me,Ashanti,7,20,2003,,ashanti,
Someday,Nickelback,7,50,2003,,nickelback,
Suga Suga,Baby Bash,7,33,2003,Baby Bash Featuring Frankie J,baby bash,
Suga Suga,Frankie J,7,33,2003,Baby Bash Featuring Frankie J,frankie j,
Excuse Me Miss,JAY-Z,8,19,2003,,jay-z,
In Those Jeans,Ginuwine,8,20,2003,,ginuwine,
Where Is The Love?,The Black Eyed Peas,8,25,2003,,the black eyed peas,
Why Don't You & I,Santana,8,35,2003,Santana Featuring Alex Band Or Chad Kroeger,santana,
Why Don't You & I,Alex Band Or Chad Kroeger,8,35,2003,Santana Featuring Alex Band Or Chad Kroeger,alex band or chad kroeger,
Drift Away,Uncle Kracker,9,35,2003,Uncle Kracker Featuring Dobie Gray,uncle kracker,
Drift Away,Dobie Gray,9,35,2003,Uncle Kracker Featuring Dobie Gray,dobie gray,
Miss Independent,Kelly Clarkson,9,20,2003,,kelly clarkson,
Salt Shaker,Ying Yang Twins,9,26,2003,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,ying yang twins,
Salt Shaker,Lil Jon & The East Side Boyz,9,26,2003,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,lil jon & the east side boyz,
Step In The Name Of Love,R. Kelly,9,27,2003,,r. kelly,
Change Clothes,JAY-Z,10,18,2003,,jay-z,
It's My Life,No Doubt,10,28,2003,,no doubt,
So Gone,Monica,10,22,2003,,monica,
No Letting Go,Wayne Wonder,11,31,2003,,wayne wonder,
Numb,Linkin Park,11,33,2003,,linkin park,
Can't Hold Us Down,Christina Aguilera,12,20,2003,Christina Aguilera Featuring Lil' Kim,christina aguilera,
Can't Hold Us Down,Lil' Kim,12,20,2003,Christina Aguilera Featuring Lil' Kim,lil' kim,
I Can,Nas,12,20,2003,,nas,
Like Glue,Sean Paul,13,20,2003,,sean paul,
My Love Is Like... Wo,Mya,13,20,2003,,mya,
Read Your Mind,Avant,13,26,2003,,avant,
Stunt 101,G Unit,13,18,2003,,g unit,
Thoia Thoing,R. Kelly,13,20,2003,,r. kelly,
"Can't Stop, Won't Stop",Young Gunz,14,20,2003,,young gunz,
Let's Get Down,Bow Wow,14,17,2003,Bow Wow Featuring Baby,bow wow,
Let's Get Down,Baby,14,17,2003,Bow Wow Featuring Baby,baby,
Sing For The Moment,Eminem,14,18,2003,,eminem,
The First Cut Is The Deepest,Sheryl Crow,14,36,2003,,sheryl crow,
With You,Jessica Simpson,14,23,2003,,jessica simpson,
If You're Not The One,Daniel Bedingfield,15,20,2003,,daniel bedingfield,
Superman,Eminem,15,16,2003,,eminem,
The Remedy (I Won't Worry),Jason Mraz,15,28,2003,,jason mraz,
Through The Wire,Kanye West,15,21,2003,,kanye west,
Are You Happy Now?,Michelle Branch,16,20,2003,,michelle branch,
F**k It (I Don't Want You Back),Eamon,16,21,2003,,eamon,
Headstrong,Trapt,16,43,2003,,trapt,
Snake,R. Kelly,16,17,2003,R. Kelly Featuring Big Tigger,r. kelly,
Snake,Big Tigger,16,17,2003,R. Kelly Featuring Big Tigger,big tigger,
Hell Yeah,Ginuwine,17,20,2003,Ginuwine Featuring Baby,ginuwine,
Hell Yeah,Baby,17,20,2003,Ginuwine Featuring Baby,baby,
It's Five O'Clock Somewhere,Alan Jackson,17,20,2003,Alan Jackson & Jimmy Buffett,alan jackson,
It's Five O'Clock Somewhere,Jimmy Buffett,17,20,2003,Alan Jackson & Jimmy Buffett,jimmy buffett,
The Jump Off,Lil' Kim,17,20,2003,Lil' Kim Featuring Mr. Cheeks,lil' kim,
The Jump Off,Mr. Cheeks,17,20,2003,Lil' Kim Featuring Mr. Cheeks,mr. cheeks,
Wat Da Hook Gon Be,Murphy Lee,17,20,2003,Murphy Lee Featuring Jermaine Dupri,murphy lee,
Wat Da Hook Gon Be,Jermaine Dupri,17,20,2003,Murphy Lee Featuring Jermaine Dupri,jermaine dupri,
Harder To Breathe,Maroon 5,18,22,2003,,maroon 5,
White Flag,Dido,18,41,2003,,dido,
Calling All Angels,Train,19,29,2003,,train,
Don't Wanna Try,Frankie J,19,20,2003,,frankie j,
Runnin (Dying To Live),Tupac,19,20,2003,Tupac Featuring The Notorious B.I.G.,tupac,
Runnin (Dying To Live),The Notorious B.I.G.,19,20,2003,Tupac Featuring The Notorious B.I.G.,the notorious b.i.g.,
All The Things She Said,t.A.T.u.,20,20,2003,,t.a.t.u.,
Angel,Amanda Perez,20,20,2003,,amanda perez,
