performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums,musicbrainz_artist_id,degree_centrality_top10_yearly,degree_centrality_firstsong_yearly,degree_centrality_top10_rolling10,degree_centrality_firstsong_rolling10,degree_centrality_top10_cumulative,degree_centrality_firstsong_cumulative,closeness_centrality_top10_yearly,closeness_centrality_firstsong_yearly,closeness_centrality_top10_rolling10,closeness_centrality_firstsong_rolling10,closeness_centrality_top10_cumulative,closeness_centrality_firstsong_cumulative,harmonic_closeness_centrality_top10_yearly,harmonic_closeness_centrality_firstsong_yearly,harmonic_closeness_centrality_top10_rolling10,harmonic_closeness_centrality_firstsong_rolling10,harmonic_closeness_centrality_top10_cumulative,harmonic_closeness_centrality_firstsong_cumulative,betweenness_centrality_top10_yearly,betweenness_centrality_firstsong_yearly,betweenness_centrality_top10_rolling10,betweenness_centrality_firstsong_rolling10,betweenness_centrality_top10_cumulative,betweenness_centrality_firstsong_cumulative,eigenvector_centrality_top10_yearly,eigenvector_centrality_firstsong_yearly,eigenvector_centrality_top10_rolling10,eigenvector_centrality_firstsong_rolling10,eigenvector_centrality_top10_cumulative,eigenvector_centrality_firstsong_cumulative
noah kahan,Noah Kahan,2023.0,2026.0,2022.0,2025.0,2022-2026,5,11,5,0,0,2,1,3,1,8,2,The Great Divide,6,Stick Season,9,52,109,Stick Season,2,Stick Season,2,167,172,"folk pop, pop","folk pop, pop",2023.0,2023.0,2023.0,,2022.0,2022.0,2022.0,,"BBC, Geffen Records, Mercury Records","pop, folk, indie folk, folk pop, folk rock, rock",,,True,True,True,0.0,0.0,0.0,False,True,True,False,1568825.0,0.0008028904054596,0.0008028904054596,0.0006230529595015,0.0006230529595015,0.0003343363423604,0.0003343363423604,0.0008028904054596,0.0008028904054596,0.1685300525463297,0.1685300525463297,0.1691032926728777,0.1691032926728777,2.0,2.0,2308.975468975549,2308.975468975549,4286.843674788418,4286.843674788418,0.0,0.0,0.0001694394838159,0.0001694394838159,5.846387543893888e-05,5.846387543893888e-05,5.6473903981939176e-71,5.6473903981939176e-71,0.0010665458784599,0.0010665458784599,5.587413689061087e-06,5.587413689061087e-06
norman greenbaum,Norman Greenbaum,1970.0,1971.0,1970.0,1970.0,1970-1971,2,3,1,0,0,1,0,1,0,2,1,Spirit In The Sky,3,Spirit In The Sky,3,15,27,Spirit In The Sky,23,Spirit In The Sky,23,25,25,"rock, psychedelic pop, pop rock, singer/songwriter","rock, psychedelic pop, pop rock",1970.0,1970.0,1970.0,,1970.0,,,,"Craft Recordings, Edsel Records, Repertoire","rock, classic rock, psychedelic rock, pop, folk rock, blues rock, country rock, soft rock, psychedelic pop",,"rock, classic rock, psychedelic rock, pop, folk rock, blues rock, country rock, soft rock, psychedelic pop",True,False,True,0.0,,0.0,True,False,False,False,35673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normani,Normani,2018.0,2021.0,2024.0,2024.0,2018-2024,4,4,1,0,0,2,0,3,0,4,0,Dancing With A Stranger,7,Love Lies,9,51,126,Dopamine,91,Dopamine,91,1,1,,,2018.0,2018.0,2018.0,,2024.0,,,,RCA,,,,True,False,True,0.0,,0.0,False,False,True,False,939037.0,0.0017857142857142,0.0017857142857142,0.0004268032437046,0.0004268032437046,0.0002187944426211,0.0002187944426211,0.0666380094397945,0.0666380094397945,0.1322930289564318,0.1322930289564318,0.1392675351025779,0.1392675351025779,164.1095210345202,164.1095210345202,1334.626706626733,1334.626706626733,2706.8916201016955,2706.8916201016955,0.0013968282748041,0.0013968282748041,1.4970729744070734e-05,1.4970729744070734e-05,5.8759498095664e-06,5.8759498095664e-06,3.769868819181592e-05,3.769868819181592e-05,0.0012664376083637,0.0012664376083637,4.1031226278628043e-07,4.1031226278628043e-07
nu shooz,Nu Shooz,1986.0,1988.0,1986.0,1988.0,1986-1988,2,3,2,0,0,1,0,1,0,3,1,I Can't Wait,3,I Can't Wait,3,23,61,Poolside,27,Poolside,27,32,46,"classic pop and rock, r&b",r&b,1986.0,1986.0,1986.0,,1986.0,,,,"Atlantic, Poolside Records, WEA Records",,,,True,False,True,0.0,,0.0,True,False,False,False,38251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o-town,O-Town,2000.0,2002.0,2001.0,2002.0,2000-2002,3,3,2,0,0,2,1,2,1,2,2,All Or Nothing,3,Liquid Dreams,10,12,37,O-Town,5,O-Town,5,54,62,,,2000.0,2000.0,2000.0,,2001.0,2001.0,2001.0,,UTC Wired,,,,True,True,True,0.0,0.0,0.0,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o.c. smith,O.C. Smith,1968.0,1974.0,1968.0,1971.0,1968-1974,5,10,5,0,0,1,0,1,1,5,2,Little Green Apples,2,Little Green Apples,2,17,83,Hickory Holler Revisited,19,Hickory Holler Revisited,19,42,85,"soul, pop soul, r&b, country soul","soul, pop soul, r&b, country soul",1968.0,1968.0,1968.0,,1968.0,1968.0,,,Columbia,,,,True,False,True,0.0,,0.0,True,False,False,False,75440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oasis,Oasis,1996.0,2008.0,1995.0,2010.0,1995-2010,10,3,11,0,0,1,3,1,4,1,6,Wonderwall,8,Wonderwall,8,20,35,Be Here Now,2,(What's The Story) Morning Glory?,4,79,158,"britpop, alternative rock, rock, british, neo-psychedelia, psychedelic rock, indie, acoustic rock, noise pop, pop rock","britpop, alternative rock, rock, neo-psychedelia, psychedelic rock, acoustic rock, noise pop, pop rock",1996.0,1996.0,1996.0,,1995.0,1995.0,1995.0,,"Big Brother, Creation Records, Epic",,,,True,True,True,0.0,0.0,0.0,True,False,False,True,20660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean,Ocean,1971.0,1972.0,1971.0,1971.0,1971-1972,2,4,1,0,0,1,0,1,0,1,0,Put Your Hand In The Hand,2,Put Your Hand In The Hand,2,14,27,Put Your Hand In The Hand,60,Put Your Hand In The Hand,60,13,13,"progressive metal, post-metal, progressive rock, pop soul, industrial metal, sludge metal, symphonic black metal, rnb, contemporary r&b, post-rock","progressive metal, post-metal, progressive rock, pop soul, industrial metal, sludge metal, symphonic black metal, contemporary r&b, post-rock",1971.0,1971.0,1971.0,,1971.0,,,,Kama Sutra,,,,True,False,True,0.0,,0.0,True,False,False,False,2157819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odia coates,Odia Coates,1974.0,1975.0,,,1974-1975,2,5,0,1,0,3,0,3,0,3,0,(You're) Having My Baby,1,(You're) Having My Baby,1,15,55,,0,,0,0,0,soul,soul,1974.0,1974.0,1974.0,1974.0,,,,,,,,,True,False,True,0.0,,0.0,False,False,True,False,387877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offset,Offset,2017.0,2025.0,2017.0,2025.0,2017-2025,9,33,4,0,0,2,3,3,4,11,4,ZEZE,2,Ric Flair Drip,13,31,203,Without Warning,4,Without Warning,4,66,116,"hip hop, southern hip hop, trap, hard rock, post-grunge","hip hop, southern hip hop, trap, hard rock, post-grunge",2017.0,2017.0,2018.0,,2017.0,2017.0,2017.0,,"Epic, EMPIRE, Last Kings Records, Boominati Worldwide, Capitol Records",,,,False,True,True,1.0,0.0,0.0,False,False,True,True,2615119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio express,Ohio Express,1967.0,1969.0,1968.0,1969.0,1967-1969,3,9,2,0,0,1,0,2,0,5,0,Yummy Yummy Yummy,4,"Beg, Borrow And Steal",29,12,63,Ohio Express,126,Ohio Express,126,11,13,bubblegum pop,bubblegum pop,1967.0,1968.0,1968.0,,1968.0,,,,Cameo,,,"rock, soul",False,False,False,1.0,,1.0,True,False,False,False,45874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohio players,Ohio Players,1971.0,1977.0,1972.0,1981.0,1971-1981,10,14,16,2,1,2,2,5,4,11,6,Fire,1,Pain (Part I),64,8,161,Fire,1,Pain,177,7,290,"funk, pop, soul, disco, smooth soul","funk, pop, soul, disco, smooth soul",1971.0,1973.0,1974.0,1974.0,1972.0,1974.0,1974.0,1974.0,"Westbound Records, Bellaphon, Beat Goes On Records, Goldenlane Records, Mercury Records, Westside",,funk,"funk, r&b, soul, traditional country, electronic, disco",False,False,False,3.0,2.0,3.0,False,False,True,True,123166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oleta adams,Oleta Adams,1990.0,1990.0,1990.0,1995.0,1990-1995,3,1,3,0,0,1,0,1,1,1,1,Get Here,5,Get Here,5,23,23,Circle Of One,20,Circle Of One,20,44,58,"soul, gospel, quiet storm, classic pop and rock, pop soul, r&b","soul, gospel, quiet storm, pop soul, r&b",1990.0,1990.0,1990.0,,1990.0,1990.0,,,Fontana,,,,True,False,True,0.0,,0.0,True,False,False,False,36686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oliver,Oliver,1969.0,1970.0,1969.0,1970.0,1969-1970,2,4,2,0,0,2,0,2,1,3,1,Jean,2,Jean,2,14,39,Good Morning Starshine,19,Good Morning Starshine,19,38,51,"jazz, ambient, house, alternative rock, composer, jazz, german, electronic, jazz, hip hop","jazz, ambient, house, alternative rock, jazz, electronic, jazz, hip hop",1969.0,1969.0,1969.0,,1969.0,1969.0,,,"WOA International, Crewe Records, EMI Music Special Markets, Jubilee",,,,True,False,True,0.0,,0.0,False,False,True,False,514132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oliver anthony music,Oliver Anthony Music,2023.0,2023.0,,,2023-2023,1,2,0,1,0,1,0,1,0,1,0,Rich Men North Of Richmond,1,Rich Men North Of Richmond,1,20,22,,0,,0,0,0,,,2023.0,2023.0,2023.0,2023.0,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olivia,Olivia,2001.0,2006.0,2001.0,2001.0,2001-2006,3,3,1,1,0,1,0,2,0,3,0,Candy Shop,1,Bizounce,15,14,52,Olivia,55,Olivia,55,6,6,"pop, pop rock, pop punk, power pop, 2020s, singer-songwriter, folk pop, jazz, soul, classic pop and rock","pop, pop rock, pop punk, power pop, singer-songwriter, folk pop, jazz, soul",2001.0,2001.0,2005.0,2005.0,2001.0,,,,"J Records, CRANKDAT MUSIC",,,pop,False,False,False,4.0,,4.0,True,False,False,False,1889570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olivia dean,Olivia Dean,2025.0,2026.0,2025.0,2026.0,2025-2026,2,8,2,0,0,1,1,2,1,3,1,Man I Need,2,Man I Need,2,24,88,The Art Of Loving,3,The Art Of Loving,3,19,21,"indie pop, neo soul, pop soul, 2020s, gen z","indie pop, neo soul, pop soul",2025.0,2025.0,2025.0,,2025.0,2025.0,2025.0,,"Capitol Records, PLG",,,,True,True,True,0.0,0.0,0.0,True,True,False,False,1827936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olivia newton-john,Olivia Newton-John,1971.0,2010.0,1971.0,2012.0,1971-2012,23,38,21,5,2,15,4,21,8,27,12,I Honestly Love You,1,If Not For You,25,17,506,If You Love Me Let Me Know,1,If Not For You,158,4,487,,,1971.0,1973.0,1973.0,1974.0,1971.0,1974.0,1974.0,1974.0,,,,,False,False,False,2.0,3.0,2.0,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olivia o'brien,Olivia O'Brien,2016.0,2017.0,,,2016-2017,2,2,0,0,0,1,0,1,0,1,0,I Hate U I Love U,10,I Hate U I Love U,10,39,40,,0,,0,0,0,,,2016.0,2016.0,2016.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olivia rodrigo,Olivia Rodrigo,2020.0,2024.0,2021.0,2025.0,2020-2025,5,30,4,3,2,6,2,17,2,24,3,Drivers License,1,All I Want,90,2,322,Sour,1,Sour,1,246,374,"pop, pop rock, pop punk, power pop, singer-songwriter, 2020s, folk pop, musical, gen z","pop, pop rock, pop punk, power pop, singer-songwriter, folk pop, musical",2020.0,2021.0,2021.0,2021.0,2021.0,2021.0,2021.0,2021.0,"Walt Disney Records, Geffen Records, Olivia Rodrigo PS, Disney",pop,,pop,False,True,False,1.0,0.0,1.0,False,False,True,True,1752904.0,0.001361470388019,0.0007109847138286,0.0005042016806722,0.0002730251183108,0.0002738725579696,0.0001454545454545,0.001361470388019,0.0007109847138286,0.0005042016806722,0.0002730251183108,0.0002738725579696,0.0001454545454545,4.0,2.0,6.0,3.0,6.0,3.0,0.0,7.114903928569803e-07,0.0,0.0,0.0,0.0,2.419883532937325e-20,7.436077116799507e-60,3.6051897595187317e-25,3.927189747891752e-31,3.021543317685076e-62,5.503203145227696e-69
ollie and jerry,Ollie And Jerry,1984.0,1984.0,,,1984-1984,1,1,0,0,0,1,0,1,0,1,0,Breakin'...there's No Stopping Us,9,Breakin'...there's No Stopping Us,9,18,18,,0,,0,0,0,,,1984.0,1984.0,1984.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omarion,Omarion,2005.0,2021.0,2005.0,2014.0,2005-2021,8,9,5,0,2,1,2,3,4,5,5,Let Me Hold You,4,Let Me Hold You,4,24,133,O,1,O,1,30,94,"contemporary r&b, hip hop, soul, soul and reggae, r&b","contemporary r&b, hip hop, soul, r&b",2005.0,2005.0,2005.0,,2005.0,2005.0,2005.0,2005.0,"Columbia, Legacy, 323 Entertainment, Atlantic, Caroline Records",,,,True,True,True,0.0,0.0,0.0,True,False,False,True,215073.0,0.0010729613733905,0.0010729613733905,0.0001941370607649,0.0001941370607649,0.0001008776354282,0.0001008776354282,0.0077800218799966,0.0077800218799966,0.0953012862337719,0.0953012862337719,0.1176357551897075,0.1176357551897075,10.034523809523808,10.034523809523808,522.6595432345458,522.6595432345458,1218.583755133775,1218.583755133775,0.0,0.0,0.0,0.0,0.0,0.0,1.2536204435969824e-12,1.2536204435969824e-12,1.2950180727682726e-07,1.2950180727682726e-07,3.3820996679627497e-07,3.3820996679627497e-07
omi,OMI,2015.0,2015.0,2015.0,2015.0,2015-2015,1,1,1,1,0,1,0,1,0,1,0,Cheerleader,1,Cheerleader,1,35,35,Me 4 U,51,Me 4 U,51,7,7,"progressive rock, blues rock, hip hop, brutal death metal, soul, r&b, brutal death metal, new orleans r&b, grebo, rock and roll","progressive rock, blues rock, hip hop, brutal death metal, soul, r&b, brutal death metal, new orleans r&b, grebo, rock and roll",2015.0,2015.0,2015.0,2015.0,2015.0,,,,"Ultra Records, LLC",,,,True,False,True,0.0,,0.0,True,False,False,False,2967948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one direction,One Direction,2012.0,2015.0,2012.0,2015.0,2012-2015,4,29,6,0,4,6,5,10,5,14,5,Best Song Ever,2,Live While We're Young,3,16,279,Take Me Home,1,Take Me Home,1,79,395,"pop, boy band, dance-pop, folk pop, teen pop, pop rock, power pop","pop, dance-pop, folk pop, teen pop, pop rock, power pop",2012.0,2012.0,2012.0,,2012.0,2012.0,2012.0,2012.0,"Syco Music, Columbia, Sony Music, Sony Records International, Legacy, Modest!",,,,True,True,True,0.0,0.0,0.0,False,False,True,True,754656.0,0.0007147962830593,0.0007147962830593,0.000308261405672,0.000308261405672,0.0001497566454511,0.0001497566454511,0.0007147962830593,0.0007147962830593,0.000308261405672,0.000308261405672,0.0001497566454511,0.0001497566454511,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8444089504962236e-21,4.8444089504962236e-21,2.876506511875488e-48,2.876506511875488e-48,7.237717474295048e-71,7.237717474295048e-71
onerepublic,OneRepublic,2007.0,2024.0,2007.0,2025.0,2007-2025,12,16,8,0,0,4,2,7,4,10,7,Apologize,2,Apologize,2,47,356,Oh My My,3,Dreaming Out Loud,14,51,325,"pop, rock, pop rock, folk pop","pop, rock, pop rock, folk pop",2007.0,2007.0,2007.0,,2007.0,2007.0,2013.0,,"Blackground Records, Interscope Records, Mosley Music Group, BMG Direct Marketing, Inc., Mosley Music",,,,True,False,True,0.0,6.0,0.0,False,False,True,True,410667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onyx,Onyx,1993.0,1995.0,1993.0,2002.0,1993-2002,4,4,4,0,0,1,1,1,2,1,4,Slam,4,Slam,4,20,31,Shut 'Em Down,10,Bacdafucup,17,37,58,"hip hop, east coast hip hop, hardcore hip hop, black metal, electronic, experimental electronic, trap edm, heavy metal, electronic, speed metal","hip hop, east coast hip hop, hardcore hip hop, black metal, electronic, experimental electronic, trap edm, heavy metal, electronic, speed metal",1993.0,1993.0,1993.0,,1993.0,1993.0,1998.0,,"JMJ Records, Chaos Recordings, Columbia, In the Paint Records",,,"hip hop, gangsta rap, boom bap, east coast hip hop, hardcore hip hop",True,False,True,0.0,5.0,0.0,True,True,False,False,2074140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oran 'juice' jones,Oran 'Juice' Jones,1986.0,1986.0,1986.0,1986.0,1986-1986,1,1,1,0,0,1,0,1,0,1,1,The Rain,9,The Rain,9,19,19,Juice,44,Juice,44,22,22,,,1986.0,1986.0,1986.0,,1986.0,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orch.,Orch.,1959.0,1960.0,,,1959-1960,2,2,0,0,0,1,0,1,0,1,0,In The Mood,4,In The Mood,4,19,27,,0,,0,0,0,,,1959.0,1959.0,1959.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orchestral manoeuvres in the dark,Orchestral Manoeuvres In The Dark,1985.0,1988.0,1982.0,1993.0,1982-1993,7,5,7,0,0,1,0,3,0,4,3,If You Leave,4,So In Love,26,17,84,Crush,38,Architecture And Morality,144,12,130,"new wave, electronic, synth-pop, british, post-punk, pop, alternative dance, art pop, factory records, liverpool","new wave, electronic, synth-pop, post-punk, pop, alternative dance, art pop",1985.0,1986.0,1986.0,,1982.0,,,,"A&M Records, Virgin",,,pop,False,False,False,1.0,,4.0,True,False,False,False,2867.0,,,0.0004863813229571,0.0005146680391147,0.0002424242424242,0.0002535496957403,,,0.0004863813229571,0.0005146680391147,0.0002424242424242,0.0002535496957403,,,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,2.2142298600407352e-33,4.1714592406081135e-36,6.5436896527568115e-47,3.2650021916217013e-46
orleans,Orleans,1975.0,1979.0,1975.0,1979.0,1975-1979,4,5,3,0,0,2,0,3,0,3,2,Still The One,5,Dance With Me,6,18,66,Waking & Dreaming,30,Let There Be Music,33,32,61,"rock, jazz, jazz, klezmer, jazz, rhythm and blues, classic blues, r&b, new orleans r&b, classic r&b","rock, jazz, jazz, klezmer, jazz, classic blues, r&b, new orleans r&b",1975.0,1975.0,1975.0,,1975.0,,,,"Asylum Records, Elektra, Rhino","soft rock, pop, rock, classic rock, country rock",,"soft rock, pop, rock, classic rock, country rock",True,False,True,0.0,,0.0,False,False,True,False,2894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otis redding,Otis Redding,1963.0,2011.0,1967.0,2019.0,1963-2019,11,26,10,1,0,1,2,2,2,14,5,(Sittin' On) The Dock Of The Bay,1,Pain In My Heart,61,11,198,The Dock Of The Bay,4,History Of Otis Redding,9,50,238,"soul, deep soul, southern soul, r&b, blues, death by plane crash, psychedelic rock, blues rock, rhythm & blues","soul, deep soul, southern soul, r&b, blues, psychedelic rock, blues rock",1963.0,1968.0,1968.0,1968.0,1967.0,1967.0,1967.0,,"ATCO Records, Rhino Atlantic, Volt, Carrère, Oil Well, Atlantic, The Swingin’ Pig Records, Flashback Records, Rhino, Stax",latin,,"soul, r&b, southern soul, deep soul, blues, motown",False,True,False,5.0,0.0,4.0,True,False,False,True,1748.0,,,0.0026086956521739,0.0010172939979654,0.0016620498614958,0.0007570022710068,,,0.0027826086956521,0.0010172939979654,0.0017728531855955,0.0007570022710068,,,3.5,1.0,3.5,1.0,,,8.710788209028645e-06,0.0,5.546308296122498e-06,0.0,,,1.0401178597066646e-25,2.604503030351228e-46,2.499485662290376e-37,8.82170299178575e-23
outkast,OutKast,1994.0,2007.0,1994.0,2006.0,1994-2007,11,19,7,3,1,4,5,6,7,11,7,Ms. Jackson,1,Player's Ball,37,20,304,Speakerboxxx/The Love Below,1,Southernplayalisticadillacmuzik,20,26,244,"hip hop, southern hip hop, pop rap, pop, neo-soul, funk, dirty south, contemporary r&b, conscious hip hop, atlanta hip hop","hip hop, southern hip hop, pop rap, pop, funk, dirty south, contemporary r&b, conscious hip hop",1994.0,1996.0,2000.0,2000.0,1994.0,1994.0,1996.0,2003.0,"Arista, BMG, BMG Direct Marketing, Inc., LaFace Records, Legacy",,hip hop,"hip hop, dirty south, southern hip hop, alternative hip hop",False,False,False,6.0,2.0,2.0,False,False,True,True,525.0,,,0.0006406149903907,,0.0003659429129055,,,,0.0006833226564168,,0.0003903391070992,,,,3.5,,3.5,,,,0.0,,0.0,,,,1.3837957070440219e-97,,1.5952409166992218e-59,
owl city,Owl City,2009.0,2012.0,2009.0,2018.0,2009-2018,7,3,8,1,0,2,3,2,4,2,6,Fireflies,1,Fireflies,1,31,60,All Things Bright And Beautiful,6,Ocean Eyes,8,56,79,"pop, synth-pop, electronic, united states","pop, synth-pop, electronic",2009.0,2009.0,2009.0,2009.0,2009.0,2009.0,2009.0,,"Island, RCRD LBL, Universal Records, Def Jam Recordings, Island Music",synth-pop,,synth-pop,True,True,True,0.0,0.0,0.0,False,False,True,True,511606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ozark mountain daredevils,Ozark Mountain Daredevils,1974.0,1980.0,1974.0,1978.0,1974-1980,6,5,6,0,0,1,0,1,1,2,2,Jackie Blue,3,If You Wanna Get To Heaven,25,16,61,It'll Shine When It Shines,19,It'll Shine When It Shines,19,31,101,"country rock, southern rock","country rock, southern rock",1974.0,1975.0,1975.0,,1974.0,1974.0,,,"A&M Records, Eclipse Music Group",,,,False,False,False,1.0,,1.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ozzy osbourne,Ozzy Osbourne,1986.0,2025.0,1981.0,2022.0,1981-2025,22,6,23,0,0,1,9,1,14,3,17,Take What You Want,8,Shot in the Dark,68,9,66,Black Rain,3,Diary Of A Madman,16,75,632,"heavy metal, hard rock, british, glam metal, pop rock, symphonic rock, metal","heavy metal, hard rock, glam metal, pop rock, symphonic rock, metal",1986.0,,,,1981.0,1981.0,1986.0,,"CBS, Epic, Jet Records, BMG Direct, Blizzard Music Ltd., Happinet, CBS Associated Records, CBS/Sony",,heavy metal,heavy metal,False,False,False,,5.0,5.0,True,False,False,True,188.0,,,,0.0034046692607003,,0.0016969696969696,,,,0.059997916846934,,0.1141715068328502,,,,145.10997833865585,,506.8722735597859,,,,0.0010505649838532,,0.0010330461200735,,,,3.965888209022541e-09,,4.445593458458002e-06
ozzy osbourne),Ozzy Osbourne),1989.0,1989.0,,,1989-1989,1,1,0,0,0,1,0,1,0,1,0,Close My Eyes Forever,8,Close My Eyes Forever,8,25,25,,0,,0,0,0,,,1989.0,1989.0,1989.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p!nk,P!nk,2000.0,2023.0,2000.0,2023.0,2000-2023,19,36,11,4,3,15,9,21,10,25,11,Lady Marmalade,1,Most Girls,4,27,702,The Truth About Love,1,Can't Take Me Home,26,59,684,"pop, pop rock, dance-pop, 2000s, contemporary r&b, rock, 2010s, singer-songwriter, electropop","pop, pop rock, dance-pop, contemporary r&b, rock, singer-songwriter, electropop",2000.0,2000.0,2000.0,2001.0,2000.0,2001.0,2001.0,2012.0,"Arista, BMG, LaFace Records, BMG Japan","pop, dance-pop, teen pop",,"pop, dance-pop, teen pop",True,False,True,0.0,1.0,0.0,False,False,True,True,9751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p. diddy,"Missy Elliott, P. Diddy & Carly Simon",2001.0,2009.0,2001.0,2001.0,2001-2009,5,15,1,2,0,5,1,7,1,11,1,"Bump, Bump, Bump",1,Son Of A Gun,28,12,264,The Saga Continues...,2,The Saga Continues...,2,19,19,,,2001.0,,,,,,,,,,,,False,False,False,,,,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p.m. dawn,P.M. Dawn,1991.0,1998.0,1991.0,1995.0,1991-1998,5,8,3,1,0,3,0,3,0,6,2,Set Adrift On Memory Bliss,1,Set Adrift On Memory Bliss,1,20,115,The Bliss Album. . .?,30,"Of The Heart, The Soul & The Cross",48,28,56,"hip hop, rock and indie",hip hop,1991.0,1991.0,1991.0,1991.0,1991.0,,,,"Gee Street, Island",,,,True,False,True,0.0,,0.0,False,False,True,False,10944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pablo cruise,Pablo Cruise,1977.0,1981.0,1975.0,1981.0,1975-1981,6,9,6,0,0,2,1,4,2,7,4,Whatcha Gonna Do?,6,Whatcha Gonna Do?,6,26,119,Worlds Away,6,Pablo Cruise,174,4,141,yacht rock,yacht rock,1977.0,1977.0,1977.0,,1975.0,1977.0,1978.0,,"A&M Records, BMG Direct, Mobile Fidelity Sound Lab",,,,True,False,False,0.0,3.0,2.0,False,True,True,False,62127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panic! at the disco,Panic! At The Disco,2006.0,2019.0,2005.0,2022.0,2005-2022,10,15,8,0,2,2,5,3,7,4,7,High Hopes,4,I Write Sins Not Tragedies,7,37,157,Death Of A Bachelor,1,A Fever You Can't Sweat Out,13,88,490,"pop punk, pop rock, power pop, group turned solo project, baroque pop, electropop, emo, chamber pop, emo pop, alternative rock","pop punk, pop rock, power pop, baroque pop, electropop, emo, chamber pop, emo pop, alternative rock",2006.0,2006.0,2006.0,,2005.0,2005.0,2008.0,2016.0,"Atlantic, Decaydance, Fueled by Ramen",,,,True,False,False,0.0,3.0,1.0,False,False,True,True,243617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
