performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums
joe budden,Joe Budden,2003.0,2013.0,2003.0,2016.0,2003-2016,9,3,8,0,0,0,1,0,2,1,5,Pump It Up,38,Pump It Up,38,19,21,Joe Budden,8,Joe Budden,8,16,29,"hip hop, east coast hip hop","hip hop, east coast hip hop",2003.0,,,,2003.0,2003.0,2003.0,,"Amalgam Entertainment, Def Jam Recordings, On the Low Records",,,,False,True,True,,0,0,False,True,False,False
joe cocker,Joe Cocker,1968.0,1990.0,1969.0,2015.0,1968-2015,23,19,20,1,0,3,1,5,3,11,7,Up Where We Belong,1,With A Little Help From My Friends,68,6,191,Mad Dogs & Englishmen,2,Joe Cocker!,11,53,382,"rock, pop, british, pop rock, rhythm & blues, 2008 universal fire victim","rock, pop, pop rock",1968.0,1970.0,1970.0,,1969.0,1969.0,1970.0,,"A&M Records, Audio Fidelity, BR Music, On Stage, Phono Music Zounds, Rainbow, Vereinigte Motor‐Verlage GmbH & Co. KG, Polydor, Castle Classics, Hip‐O Select, Mobile Fidelity Sound Lab",,,,False,False,False,2,1,2,False,True,True,False
joe jackson,Joe Jackson,1979.0,1984.0,1979.0,2012.0,1979-2012,13,6,14,0,0,1,1,3,3,4,7,Steppin' Out,6,Is She Really Going Out With Him?,21,15,86,Night And Day,4,Look Sharp,20,39,261,"new wave, jazz, piano rock, jazz pop, classic pop and rock, sophisti-pop, 2008 universal fire victim, punk","new wave, jazz, piano rock, jazz pop, sophisti-pop, punk",1979.0,1982.0,1982.0,,1979.0,1979.0,1982.0,,"A&M Records, Universal Music Group International, BMG Direct Marketing, Inc., Intervention Records, American Beat Records, Chronicles",,,,False,False,False,3,3,3,True,True,False,False
joe nichols,Joe Nichols,2002.0,2014.0,2002.0,2017.0,2002-2017,12,13,9,0,0,0,1,0,2,6,4,Brokenheartsville,27,The Impossible,29,21,184,III,7,Man With A Memory,72,52,139,"country, contemporary country, neo-traditionalist country","country, contemporary country",2002.0,,,,2002.0,2005.0,2005.0,,"Show Dog–Universal Music, Universal South",,country,country,False,False,False,,3,3,False,True,False,False
joe walsh,Joe Walsh,1973.0,1983.0,1972.0,2012.0,1972-2012,13,7,12,0,0,0,2,2,6,4,7,Life's Been Good,12,Rocky Mountain Way,23,15,73,"The Smoker You Drink, The Player You Get",6,Barnstorm,79,29,241,"rock, blues rock, singer-songwriter, hard rock, folk rock, country rock, southern rock, classic rock, album rock, soft rock","rock, blues rock, singer-songwriter, hard rock, folk rock, country rock, southern rock, classic rock, soft rock",1973.0,1978.0,,,1972.0,1973.0,1973.0,,"Dunhill ABC, Geffen Records, Hip‐O Select, Analogue Productions, Audio Fidelity",,,,False,False,False,,1,1,False,False,False,True
joey + rory,Joey + Rory,,,2008.0,2016.0,2008-2016,5,0,8,0,0,0,1,0,1,0,1,,0,,0,0,0,Hymns,4,The Life Of A Song,61,27,70,"country, bluegrass, gospel","country, bluegrass, gospel",,,,,2008.0,2016.0,2016.0,,"Sugar Hill Records, Vanguard, Farmhouse Recordings, Gaither Music Group, Music Catalogue Cracker Barrel Old Country Store",,,,False,False,False,,8,8,False,True,False,False
joey bada$$,Joey Bada$$,2018.0,2018.0,2015.0,2022.0,2015-2022,4,1,3,0,0,0,2,0,2,0,3,Infinity (888),83,Infinity (888),83,1,1,B4.Da.$$,5,B4.Da.$$,5,6,15,"hip hop, boom bap, east coast hip hop, jazz rap, conscious hip hop, hardcore hip hop","hip hop, boom bap, east coast hip hop, jazz rap, conscious hip hop, hardcore hip hop",2018.0,,,,2015.0,2015.0,2015.0,,Cinematic Music Group,,,,False,True,True,,0,0,False,False,False,True
john cafferty & the beaver brown band,John Cafferty & The Beaver Brown Band,1983.0,1989.0,1983.0,1985.0,1983-1989,5,7,3,0,0,1,1,2,1,4,3,On The Dark Side,7,On The Dark Side,7,27,96,Eddie & The Cruisers (Soundtrack),9,Eddie & The Cruisers (Soundtrack),9,55,94,"rock, heartland rock, blue collar rock","rock, heartland rock",1983.0,1983.0,1983.0,,1983.0,1983.0,1983.0,,,,,,True,True,True,0,0,0,True,True,False,False
john cougar,John Cougar,1979.0,1982.0,1979.0,1982.0,1979-1982,4,7,3,1,1,2,1,4,1,6,2,Jack & Diane,1,I Need A Lover,28,14,123,American Fool,1,John Cougar,64,29,190,,,1979.0,1981.0,1982.0,1982.0,1979.0,1982.0,1982.0,1982.0,,,,,False,False,False,3,3,3,False,True,True,False
john denver,John Denver,1971.0,1984.0,1969.0,2004.0,1969-2004,21,32,28,4,3,7,7,9,10,16,16,ANNIE's SONG,1,"Take Me Home, Country Roads",2,23,326,John Denver's Greatest Hits,1,Rhymes & Reasons,148,3,848,"folk, country, rock, singer-songwriter, folk rock, country folk, pop folk, american, death by plane crash, pop","folk, country, rock, singer-songwriter, folk rock, country folk, pop",1971.0,1971.0,1971.0,1974.0,1969.0,1971.0,1972.0,1973.0,"RCA Victor, BMG Direct Marketing, Inc., Legacy, RCA, Delta, Delta Music, LaserLight Digital",,,,True,False,False,0,3,2,False,False,True,True
john fogerty,John Fogerty,1975.0,1986.0,1973.0,2013.0,1973-2013,12,8,10,0,1,1,2,2,4,5,9,The Old Man Down The Road,10,Rockin' All Over The World,27,11,73,Centerfield,1,The Blue Ridge Rangers,47,15,193,"rock, southern rock, classic rock, blues rock, 2008 universal fire victim, roots rock, classic pop and rock, blues, folk, folk rock","rock, southern rock, classic rock, blues rock, roots rock, blues, folk, folk rock",1975.0,1984.0,1984.0,,1973.0,1985.0,1985.0,1985.0,"Reprise Records, Asylum Records, Warner Bros. Records, Fantasy, Fortunate Son, Verve Forecast, BMG, Bellaphon, CD‐Maximum","classic rock, rock, heartland rock, roots rock, country rock, southern rock",,"rock, southern rock, classic rock, pop rock, heartland rock, roots rock, country rock",False,False,False,9,12,11,True,False,False,True
john legend,Kanye West & John Legend,2004.0,2022.0,2005.0,2022.0,2004-2022,17,23,10,1,0,2,6,3,8,9,9,All Of Me,1,Selfish,55,17,254,Once Again,3,Get Lifted,4,65,306,,,2004.0,,,,,,,,,,,,False,False,False,,,,False,False,True,True
john lennon,John Lennon,1973.0,1988.0,1969.0,2020.0,1969-2020,18,10,24,2,3,6,7,8,8,8,15,Whatever Gets You Thru The Night,1,MIND GAMES,18,13,132,Imagine,1,Unfinished Music No. 1: Two Virgins,124,8,438,"rock, pop, experimental, british, singer-songwriter, classic rock, uk, pop rock, peace, english","rock, pop, experimental, singer-songwriter, classic rock, pop rock",1973.0,1973.0,1974.0,1974.0,1969.0,1970.0,1970.0,1971.0,"Apple Records, Capitol Records, EMI, Chimera Music, Lenono Music, Rykodisc, Secretly Canadian","rock, pop, folk rock, pop rock",,,False,False,False,1,1,1,False,False,True,True
john lennon/plastic ono band,John Lennon/Plastic Ono Band,1972.0,1972.0,2021.0,2021.0,1972-2021,2,1,1,0,0,0,1,0,1,0,1,Woman Is The Nigger Of The World,57,Woman Is The Nigger Of The World,57,5,5,John Lennon/The Plastic Ono Band,6,John Lennon/The Plastic Ono Band,6,34,34,,,1972.0,,,,2021.0,2021.0,2021.0,,,,,,False,True,False,,0,49,False,True,False,False
john mayer,John Mayer,2002.0,2024.0,2001.0,2021.0,2001-2024,16,22,14,0,3,0,10,7,13,13,14,Say,12,No Such Thing,13,24,253,Heavier Things,1,Room For Squares,8,95,527,"acoustic rock, blues rock, singer/songwriter, folk rock, jazz, soft rock, pop rock, americana, blues, singer-songwriter","acoustic rock, blues rock, folk rock, jazz, soft rock, pop rock, americana, blues, singer-songwriter",2002.0,2002.0,,,2001.0,2001.0,2001.0,2003.0,"Aware Records, Columbia, Music on Vinyl",,,,False,True,True,,0,0,False,False,False,True
john mellencamp,John Mellencamp,1983.0,2006.0,1983.0,2022.0,1983-2022,25,20,21,0,0,7,10,11,16,18,19,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),2,Pink Houses,8,16,322,Scarecrow,2,Uh Huh,9,66,510,"heartland rock, roots rock, rock, americana, folk rock, 2008 universal fire victim, pop, pop rock, aor","heartland rock, roots rock, rock, americana, folk rock, pop, pop rock, aor",1983.0,1983.0,1983.0,,1983.0,1983.0,1983.0,,Riva,,,,True,True,True,0,0,0,False,False,True,True
john michael montgomery,John Michael Montgomery,1993.0,2004.0,1993.0,2008.0,1993-2008,12,10,12,0,1,0,2,0,3,5,7,Letters From Home,24,I Love The Way You Love Me,60,13,149,Kickin' It Up,1,Life's A Dance,27,77,338,"country, contemporary country","country, contemporary country",1993.0,,,,1993.0,1994.0,1994.0,1994.0,,,,,False,False,False,,1,1,False,False,False,True
john prine,John Prine,,,1972.0,2018.0,1972-2018,14,0,15,0,0,0,1,0,1,0,2,,0,,0,0,0,The Tree Of Forgiveness,5,John Prine,55,5,94,"death by covid-19, country, folk, singer, classic pop and rock, singer/songwriter, american singer, american songwriter, singer-songwriter, songwriter","country, folk, singer-songwriter",,,,,1972.0,2018.0,2018.0,,"Analogue Productions, Atlantic, BMG Direct Marketing, Inc., Rhino, X5 Music Group, Asylum Records, Elektra, Oh Boy Records, Thirty Tigers, Columbia",,,contemporary folk,False,False,False,,46,46,False,True,False,False
john waite,John Waite,1984.0,1995.0,1982.0,1987.0,1982-1995,6,10,4,1,0,1,1,1,1,3,2,Missing You,1,Missing You,1,24,105,No Brakes,10,Ignition,68,23,94,"pop, pop rock, classic pop and rock","pop, pop rock",1984.0,1984.0,1984.0,1984.0,1982.0,1984.0,1984.0,,"Chrysalis, EMI, EMI America, One Way Records, Beat Goes On Records",,,,True,False,False,0,2,2,True,True,False,False
johnnie taylor,Johnnie Taylor,1963.0,1977.0,1969.0,2000.0,1963-2000,13,19,12,1,0,2,1,5,1,13,2,Disco Lady,1,"Baby, We've Got Love",98,1,161,Eargasm,5,Who's Making Love...,42,18,155,"soul, soul blues, r&b, disco, southern soul","soul, soul blues, r&b, disco, southern soul",1963.0,1968.0,1968.0,1976.0,1969.0,1976.0,1976.0,,"Stax, Craft Recordings, Fantasy, Columbia, Legacy",,,,False,False,False,5,7,5,False,True,True,False
johnny cash,Johnny Cash,1958.0,1976.0,1967.0,2024.0,1958-2024,33,34,47,0,2,1,6,3,7,15,12,A Boy Named Sue,2,All Over Again,38,11,224,Johnny Cash At San Quentin,1,"Johnny Cash's Greatest Hits,volume Iii",82,71,938,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll, singers","country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",1958.0,1963.0,1969.0,,1967.0,1968.0,1969.0,1969.0,"Columbia, Rat Pack Records, Sleazy Records, Sun, American Recordings, Columbia Nashville Legacy, CBS, Harmony Records, Columbia Nashville, Legacy, Music on Vinyl, Bud Music, Collectables, Black Box, Embassy",,,,False,False,False,11,2,11,True,False,False,True
johnny gill,Johnny Gill,1984.0,1996.0,1984.0,2014.0,1984-2014,7,8,6,0,0,2,1,2,3,4,4,Rub You The Right Way,3,Perfect Combination,75,9,115,Johnny Gill,8,Perfect Combination,139,8,127,"quiet storm, pop soul, contemporary r&b, you for me","quiet storm, pop soul, contemporary r&b",1984.0,1990.0,1990.0,,1984.0,1990.0,1990.0,,"Atlantic, Cotillion, Rhino Atlantic, Motown, Chronicles","r&b, soul, new jack swing, motown",,"r&b, soul, new jack swing, motown",False,False,False,6,6,6,False,True,True,False
johnny mathis,Johnny Mathis,1958.0,1984.0,1967.0,2013.0,1958-2013,33,33,43,0,0,2,1,4,2,13,6,Gina,6,Call Me,21,15,252,You Light Up My Life,9,Johnny's Greatest Hits,30,215,703,"jazz, easy listening, pop, standards, traditional pop, christmas music, soul, disco","jazz, easy listening, pop, traditional pop, christmas music, soul, disco",1958.0,1959.0,1962.0,,1967.0,1978.0,1978.0,,"AP Music Ltd., Collectables, Music Club Deluxe, Delta Leisure Group, Play 24-7, Sony Legacy, Columbia, Beat Goes On Records, Collectors’ Choice Music, Legacy, Mercury Records, Real Gone Music, Second Disc Records, High Definition Surround, Sony Records International, CBS, Funky Town Grooves",,,"easy listening, pop, ballad",False,False,False,4,11,4,False,True,True,False
johnny rivers,Johnny Rivers,1964.0,1977.0,1967.0,1978.0,1964-1978,13,29,10,1,0,9,1,13,2,20,5,Poor Side Of Town,1,Memphis,2,12,264,Realization,5,Rewind,14,21,216,"pop rock, singer-songwriter, rock and roll, rock and indie, rock & roll, rhythm & blues, whisky a go go, eddie rubin, rock, aln-sh","pop rock, singer-songwriter, rock and roll, rock",1964.0,1964.0,1964.0,1966.0,1967.0,1967.0,1968.0,,"Imperial, Soul City, Beat Goes On Records, Liberty",,,,True,False,True,0,1,0,False,True,True,False
joji,Joji,2019.0,2025.0,2017.0,2022.0,2017-2025,6,7,4,0,0,1,3,1,3,2,3,Glimpse Of Us,8,Slow Dancing In The Dark,69,13,43,BALLADS 1,3,In Tongues (EP),58,1,117,"lo-fi hip hop, ballad, r&b/soul, trip hop, art pop, instrumental hip hop, alternative r&b, alt-pop","lo-fi hip hop, ballad, trip hop, art pop, instrumental hip hop, alternative r&b",2019.0,2022.0,2022.0,,2017.0,2018.0,2018.0,,"12Tone Music, 88rising, Warner Records","pop, alternative pop, alternative r&b","soul, r&b","soul, r&b",False,False,False,3,1,1,True,False,False,True
jojo,K-Ci And JoJo,1996.0,2011.0,1997.0,2020.0,1996-2020,13,12,10,2,0,4,5,6,6,9,7,How Do U Want It/California Love,1,How Do U Want It/California Love,1,24,247,The High Road,3,Love Always,6,90,228,,,1996.0,1996.0,1996.0,1996.0,,,,,,,,,True,False,True,0,,0,False,False,True,True
jon b,Jon B,1995.0,2001.0,1995.0,2008.0,1995-2008,6,4,5,0,0,1,1,1,1,2,2,They Don't Know,7,Pretty Girl,25,20,80,Pleasures U Like,6,Bonafide,79,24,100,"hard rock, pop, hip hop, glam metal, pop rock, pop, jazz, world fusion, avant-garde jazz, free jazz","hard rock, pop, hip hop, glam metal, pop rock, pop, jazz, world fusion, avant-garde jazz, free jazz",1995.0,1998.0,1998.0,,1995.0,2001.0,2001.0,,"550 Music, Epic, Yab Yum Records, Sony Music, Sony BMG Music Entertainment",,,,False,False,False,3,6,3,True,True,False,False
jon bellion,Jon Bellion,2015.0,2016.0,2016.0,2018.0,2015-2018,3,2,2,0,0,0,1,1,2,1,2,All Time Low,16,Beautiful Now,64,14,36,The Human Condition,5,The Human Condition,5,51,52,"pop, hip hop","pop, hip hop",2015.0,2016.0,,,2016.0,2016.0,2016.0,,"Capitol Records, Visionary Music Group",,,,False,True,False,,0,1,False,True,False,False
jon bon jovi,Jon Bon Jovi,1990.0,1990.0,1990.0,1997.0,1990-1997,2,2,2,1,0,1,1,2,1,2,2,"Blaze Of Glory (From ""Young Guns II"")",1,"Blaze Of Glory (From ""Young Guns II"")",1,21,37,Blaze Of Glory/Young Guns II,3,Blaze Of Glory/Young Guns II,3,41,50,"hard rock, pop rock, glam metal, aor, classic rock, singer-songwriter, rock","hard rock, pop rock, glam metal, aor, classic rock, singer-songwriter, rock",1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,,,,,,True,True,True,0,0,0,True,True,False,False
jon stewart,Jon Stewart,,,1975.0,1980.0,1975-1980,4,0,4,0,0,0,1,0,1,0,1,,0,,0,0,0,Bombs Away Dream Babies,10,Wingless Angel,150,6,52,,,,,,,1975.0,1979.0,1979.0,,,,,,False,False,False,,4,4,False,True,False,False
jonas brothers,Jonas Brothers,2007.0,2023.0,2006.0,2025.0,2006-2025,11,25,13,1,3,3,8,10,8,17,8,Sucker,1,S.O.S.,17,21,279,A Little Bit Longer,1,It's About Time,91,1,243,"teen pop, pop rock","teen pop, pop rock",2007.0,2007.0,2008.0,2019.0,2006.0,2007.0,2007.0,2008.0,"EST 19XX, Hollywood Records, Jonas Enterprises",,,,False,False,False,1,1,1,False,False,True,True
joni mitchell,Joni Mitchell,1970.0,1985.0,1968.0,2023.0,1968-2023,24,9,24,0,0,1,3,1,8,5,16,Help Me,7,Big Yellow Taxi,24,16,90,Court And Spark,2,Joni Mitchell,189,9,415,"contemporary folk, folk, folk pop, jazz pop, singer/songwriter, pop, vocal jazz, singer-songwriter, rock, jazz","contemporary folk, folk, folk pop, jazz pop, pop, vocal jazz, singer-songwriter, rock, jazz",1970.0,1974.0,1974.0,,1968.0,1971.0,1974.0,,"Elap Music, Reprise Records, Rhino, Asylum Records, Elektra, Black Barn Music, Falcon Neue Medien, BMG Direct, Mobile Fidelity Sound Lab, DCC Compact Classics",,,,False,False,False,4,6,6,True,False,False,True
jordan smith,Jordan Smith,2015.0,2016.0,2016.0,2016.0,2015-2016,2,7,3,0,0,0,1,0,3,3,3,Somebody To Love,21,Somebody To Love,21,2,8,Something Beautiful,2,Something Beautiful,2,8,21,"pop, contemporary christian, contemporary gospel","pop, contemporary christian, contemporary gospel",2015.0,,,,2016.0,2016.0,2016.0,,Republic Records,,,,False,True,False,,0,1,False,True,False,False
jordin sparks,Jordin Sparks,2007.0,2011.0,2007.0,2015.0,2007-2015,5,7,3,0,0,2,2,4,2,4,2,Tattoo,8,Tattoo,8,31,82,Battlefield,7,Jordin Sparks,10,54,66,"pop, dance-pop, contemporary r&b","pop, dance-pop, contemporary r&b",2007.0,2007.0,2007.0,,2007.0,2007.0,2007.0,,"Badboy Hardcore, Jive, 19 Recordings, RCA",,,,True,True,True,0,0,0,False,False,True,True
jose feliciano,Jose Feliciano,1968.0,2017.0,1968.0,2018.0,1968-2018,10,11,12,0,0,2,1,2,2,4,5,Light My Fire,3,Light My Fire,3,12,90,Feliciano!,2,Feliciano!,2,59,222,,,1968.0,1968.0,1968.0,,1968.0,1968.0,1968.0,,,,,,True,True,True,0,0,0,False,True,True,False
josh groban,Josh Groban,2004.0,2008.0,2001.0,2020.0,2001-2020,13,4,13,0,3,0,9,0,10,0,12,The Prayer (Live),70,You Raise Me Up,73,17,21,Closer,1,Josh Groban,8,101,545,"vocal, classical, easy listening, operatic pop, pop, gospel, easy listening soundtracks and musicals, american, classical crossover","classical, easy listening, operatic pop, pop, gospel, classical crossover",2004.0,,,,2001.0,2001.0,2001.0,2003.0,"143 Records, Reprise Records, Warner Bros. Records",,,,False,True,True,,0,0,False,False,False,True
josh turner,Josh Turner,2003.0,2017.0,2003.0,2020.0,2003-2020,12,11,10,0,0,0,4,0,5,5,8,Why Don't We Just Dance,35,Long Black Train,72,18,163,Your Man,2,Long Black Train,29,41,263,"country, gospel, contemporary country, neo-traditionalist country, country gospel","country, gospel, contemporary country, country gospel",2003.0,,,,2003.0,2006.0,2006.0,,MCA Nashville,,country,country,False,False,False,,3,3,False,False,False,True
joss stone,Joss Stone,2005.0,2007.0,2003.0,2015.0,2003-2015,8,2,7,0,0,0,4,0,5,1,7,Cry Baby/Piece Of My Heart,32,Cry Baby/Piece Of My Heart,32,2,3,Introducing Joss Stone,2,The Soul Sessions (EP),39,49,150,"soul, jazz, female vocals, neo soul, blue-eyed soul, r&b, blues","soul, jazz, neo soul, blue-eyed soul, r&b, blues",2005.0,,,,2003.0,2004.0,2007.0,,"EMI, Relentless Records, S‐Curve Records, Virgin",,,,False,False,False,,4,4,False,False,False,True
journey,Journey,1978.0,1996.0,1975.0,2022.0,1975-2022,21,25,22,0,1,6,8,13,10,18,12,Open Arms,2,Wheel In The Sky,57,8,352,Escape,1,Journey,138,9,1689,"rock, ai, software as artist, hard rock, aor, arena rock, software, soft rock, pop rock, instrumental rock","rock, hard rock, aor, arena rock, soft rock, pop rock, instrumental rock",1978.0,1979.0,1981.0,,1975.0,1979.0,1980.0,1981.0,"CBS, Sony Music Special Products, Zip City, Columbia, [no label], Aurora Borealis, BMG Direct, Backfire Рroductions, Sony Records International, Friday Music, BMG Direct Marketing, Inc., Legacy, CBS/Sony",,,"rock, hard rock, classic rock, aor",False,False,False,3,5,5,False,False,True,True
joyner lucas,Joyner Lucas,2018.0,2024.0,2020.0,2025.0,2018-2025,6,6,4,0,0,1,1,1,1,2,4,Lucky You,6,Lucky You,6,14,23,ADHD,10,ADHD,10,13,17,"hip hop, east coast hip hop","hip hop, east coast hip hop",2018.0,2018.0,2018.0,,2020.0,2020.0,2020.0,,"Dead Silence Records, Joyner Lucas, The Orchard","hip hop, hardcore hip hop, trap",,"hip hop, hardcore hip hop, trap",True,True,True,0,0,0,True,True,False,False
judas priest,Judas Priest,1982.0,1982.0,1978.0,2024.0,1978-2024,19,1,20,0,0,0,2,0,8,0,13,You've Got Another Thing Comin',67,You've Got Another Thing Comin',67,7,7,Firepower,5,Stained Class,173,3,281,"heavy metal, metal, british, nwobhm, hard rock","heavy metal, metal, nwobhm, hard rock",1982.0,,,,1978.0,1982.0,2014.0,,"CBS, Columbia, Epic, Audio Fidelity, Back on Black, Bondage Music, Epic/Sony, Discos CBS, Legacy, Sony Music UK, CBS Fox Video Music, CMC International Records, Steamhammer, Zero Corporation, Anaconda, Atlantic, Sony BMG Music Entertainment, Sony Music",,,"heavy metal, metal",False,False,False,,36,36,False,False,False,True
judy collins,Judy Collins,1967.0,1979.0,1967.0,2017.0,1967-2017,15,10,16,0,0,1,1,3,3,4,10,Both Sides Now,8,Hard Lovin' Loser,97,2,96,Wildflowers,5,In My Life,46,34,373,"folk, 2008 universal fire victim",folk,1967.0,1968.0,1968.0,,1967.0,1968.0,1968.0,,"Elektra, Intersound, Wildflower Records, Beat Goes On Records, Collectors’ Choice Music, Cleopatra Records, Rhino",,,,False,False,False,1,1,1,True,True,False,False
juelz santana,Juelz Santana,2002.0,2010.0,2003.0,2005.0,2002-2010,6,6,2,0,0,2,2,2,2,4,2,Oh Boy,4,Oh Boy,4,21,93,From Me To U,8,From Me To U,8,8,27,"hip hop, east coast hip hop","hip hop, east coast hip hop",2002.0,2002.0,2002.0,,2003.0,2003.0,2003.0,,Roc‐A‐Fella Records,,hip hop,,True,True,True,0,0,0,False,False,True,True
juice wrld,Juice WRLD,2018.0,2024.0,2018.0,2024.0,2018-2024,7,84,6,0,2,8,6,14,6,38,6,Lucid Dreams,2,Lucid Dreams,2,48,434,Death Race For Love,1,Future & Juice WRLD Present... WRLD ON DRUGS,2,34,1048,"hip hop, emo rap, trap, rap, look again, 2010s, cloud rap, gen z","hip hop, emo rap, trap, cloud rap",2018.0,2018.0,2018.0,,2018.0,2018.0,2018.0,2019.0,"Grade A Productions, Interscope Records, Polydor, Epic, Freebandz Entertainment, ISR P&D",,,,True,True,True,0,0,0,False,False,True,True
juicy j,Juicy J,2012.0,2026.0,2002.0,2020.0,2002-2026,9,13,4,1,0,1,1,5,1,8,1,Dark Horse,1,Bandz A Make Her Dance,29,20,222,Stay Trippy,4,Chronicles Of The Juice Man: Underground Album,93,4,32,"hip hop, memphis rap, trap","hip hop, memphis rap, trap",2012.0,2013.0,2013.0,2013.0,2002.0,2013.0,2013.0,,"Kemosabe, Capitol Records, North-North Records, 10AKEE Music, Columbia",,,,False,False,False,1,11,11,True,True,False,False
julianne hough,Julianne Hough,2008.0,2008.0,2008.0,2008.0,2008-2008,1,1,2,0,0,0,1,0,1,0,2,That Song In My Head,88,That Song In My Head,88,6,6,Julianne Hough,3,Julianne Hough,3,24,34,,,2008.0,,,,2008.0,2008.0,2008.0,,"BMG Direct, Mercury Nashville, Mercury Records",,,,False,True,True,,0,0,False,True,False,False
